children1,children2,children3,children4 (gene_ID)
09100 Metabolism,09103 Lipid metabolism,00062 Fatty acid elongation [PATH:ani00062],AN1968.2
09100 Metabolism,09103 Lipid metabolism,00062 Fatty acid elongation [PATH:ani00062],AN2497.2
09100 Metabolism,09103 Lipid metabolism,00062 Fatty acid elongation [PATH:ani00062],AN5000.2
09100 Metabolism,09103 Lipid metabolism,00062 Fatty acid elongation [PATH:ani00062],AN5861.2
09100 Metabolism,09103 Lipid metabolism,00062 Fatty acid elongation [PATH:ani00062],AN5916.2
09100 Metabolism,09103 Lipid metabolism,00062 Fatty acid elongation [PATH:ani00062],AN6435.2
09100 Metabolism,09103 Lipid metabolism,00062 Fatty acid elongation [PATH:ani00062],AN7238.2
09100 Metabolism,09103 Lipid metabolism,00062 Fatty acid elongation [PATH:ani00062],AN8117.2
09100 Metabolism,09103 Lipid metabolism,00062 Fatty acid elongation [PATH:ani00062],AN9128.2
09100 Metabolism,09103 Lipid metabolism,00062 Fatty acid elongation [PATH:ani00062],AN9401.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN0024.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN0554.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN1078.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN1409.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN1689.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN2061.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN2286.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN2762.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN3741.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN4009.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN4054.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN4126.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN4179.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN5435.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN5646.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN5698.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN5916.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN6014.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN6595.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN6752.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN6761.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN6767.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN6835.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN7238.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN7632.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN8280.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN8979.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN8985.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN9034.2
09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ani00071],AN9128.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN0451.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN0851.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN1614.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN1713.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN1901.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN2684.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN3376.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN3638.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN4042.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN4094.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN4208.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN4684.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN5184.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN5585.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN6506.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN6973.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN7146.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN7211.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN7575.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN8249.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN8260.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN8283.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN8440.2
09100 Metabolism,09103 Lipid metabolism,00100 Steroid biosynthesis [PATH:ani00100],AN8907.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ani00130],AN0297.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ani00130],AN1140.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ani00130],AN1743.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ani00130],AN1899.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ani00130],AN1999.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ani00130],AN3586.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ani00130],AN4156.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ani00130],AN4569.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ani00130],AN6338.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ani00130],AN9259.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN0110.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN0252.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN0277.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN0318.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN0357.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN0395.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN0896.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN0943.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN1063.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN1195.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN1211.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN1523.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN1534.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN1624.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN1722.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN1728.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN1915.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN2306.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN2315.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN2316.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN2332.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN2414.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN2454.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN2916.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN2968.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN3088.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN3168.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN3467.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN3718.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN3922.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN4288.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN4297.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN4388.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN4525.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN4718.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN4859.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN4863.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN4927.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN5083.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN5084.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN5307.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN5597.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN5606.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN5629.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN5703.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN5704.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN5880.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN5971.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN6077.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN6127.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN6232.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN6246.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN6255.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN6287.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN6557.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN6631.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN7497.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN7500.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN7603.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN7629.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN8021.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN8049.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN8118.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN8273.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN8674.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN8763.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN8793.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN9078.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN9107.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN9411.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],AN9455.2
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20000
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20001
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20002
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20005
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20007
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20008
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20009
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20010
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20011
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20012
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20014
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20017
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20018
09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ani00190],ANID_20019
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN0431.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN0887.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN1150.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN1883.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN1923.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN1993.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN2901.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN2914.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN3965.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN4159.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN4376.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN4409.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN5749.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN5867.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN6048.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN6654.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN7451.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN7722.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN8709.2
09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ani00220],AN8770.2
09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ani00230],AN0067.2
09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ani00230],AN0210.2
09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ani00230],AN0259.2
09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ani00230],AN0431.2
09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ani00230],AN0893.2
09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ani00230],AN1194.2
09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ani00230],AN1480.2
09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ani00230],AN1498.2
